"Symbol","Date","rv5","close_price"
".DJI",2000-01-03,0.00012435202436041,11353.16
".DJI",2000-01-04,0.00021091520449902,11001.03
".DJI",2000-01-05,0.00021079764184672,11127.61
".DJI",2000-01-06,0.00011409016770596,11247.37
".DJI",2000-01-07,0.00012151106486787,11521.32
".DJI",2000-01-10,7.22585582279594e-05,11576.23
".DJI",2000-01-11,6.78184143158687e-05,11516.04
".DJI",2000-01-12,0.00010076591690757,11550.48
".DJI",2000-01-13,6.69315081098464e-05,11584.92
".DJI",2000-01-14,8.47414726415374e-05,11712.74
".DJI",2000-01-18,0.00011732865975005,11566.84
".DJI",2000-01-19,6.29266828360943e-05,11489.05
".DJI",2000-01-20,0.0001598440693055,11349.75
".DJI",2000-01-21,7.30765528683428e-05,11246.52
".DJI",2000-01-24,0.00027663840229486,10997.39
".DJI",2000-01-25,0.00016407215165402,11029.19
".DJI",2000-01-26,8.73382704640201e-05,11045.09
".DJI",2000-01-27,0.00017403782640288,11031.36
".DJI",2000-01-28,0.00029119896939797,10768.19
".DJI",2000-01-31,0.00018845436043691,10939.06
".DJI",2000-02-01,0.00012458669867831,11038.57
".DJI",2000-02-02,0.00014576124340148,11007.16
".DJI",2000-02-03,0.00014441398943853,11013.68
".DJI",2000-02-04,0.00010079912304587,10973.42
".DJI",2000-02-07,9.16868729328045e-05,10907.18
".DJI",2000-02-08,8.34030469282398e-05,10953.25
".DJI",2000-02-09,9.7186796221426e-05,10706.61
".DJI",2000-02-10,0.00010619943515195,10645.8
".DJI",2000-02-11,0.00014807333300987,10432.82
".DJI",2000-02-14,0.00010697471651337,10518.91
".DJI",2000-02-15,0.00012702670174174,10721.89
".DJI",2000-02-16,9.67141713383103e-05,10571.65
".DJI",2000-02-17,0.00024463672183945,10509.29
".DJI",2000-02-18,0.00017473829398007,10234.41
".DJI",2000-02-22,0.00022171510151313,10300.81
".DJI",2000-02-23,0.00015926584356281,10239.69
".DJI",2000-02-24,0.00036177252990503,10100.39
".DJI",2000-02-25,0.00030019817598891,9875.46
".DJI",2000-02-28,0.00033440190052649,10044.85
".DJI",2000-02-29,0.00014489246278516,10150.34
".DJI",2000-03-01,0.00014155554626878,10137
".DJI",2000-03-02,0.00010219933890805,10166
".DJI",2000-03-03,0.00020069429170409,10360.37
".DJI",2000-03-06,9.24675193247189e-05,10167.71
".DJI",2000-03-07,0.00059119708379005,9803.17
".DJI",2000-03-08,0.00013207241698144,9903.07
".DJI",2000-03-09,0.00015120191597938,10002.97
".DJI",2000-03-10,0.00018746366809324,9936.58
".DJI",2000-03-13,0.00049335285979037,9938.36
".DJI",2000-03-14,0.0001796076747522,9837.3
".DJI",2000-03-15,0.00019764975630515,10107.83
".DJI",2000-03-16,0.00035407045780228,10601.67
".DJI",2000-03-20,0.00010645828536133,10675.89
".DJI",2000-03-21,0.00014342352416311,10897.33
".DJI",2000-03-22,9.13413871501243e-05,10864.21
".DJI",2000-03-23,0.00016123048122839,11106.21
".DJI",2000-03-24,0.00016782746893988,11125.13
".DJI",2000-03-27,9.65580593053996e-05,11023.06
".DJI",2000-03-28,9.42440573126363e-05,11069.13
".DJI",2000-03-29,0.00013306093347616,11025.85
".DJI",2000-03-30,0.00019854579186197,10983.04
".DJI",2000-03-31,0.00019649239348624,10956.98
".DJI",2000-04-03,0.0002375022587772,11211.07
".DJI",2000-04-04,0.00099431366530269,11177.25
".DJI",2000-04-05,0.00030716869609188,11043.23
".DJI",2000-04-06,0.00014163894330856,11112.1
".DJI",2000-04-07,0.00010226304818458,11110.24
".DJI",2000-04-10,0.0001184782681073,11184.16
".DJI",2000-04-11,0.00024822860654826,11283.05
".DJI",2000-04-12,0.00012560736642448,11371.54
".DJI",2000-04-13,0.00030947488246074,10924.09
".DJI",2000-04-14,0.00092461078179372,10319.73
".DJI",2000-04-17,0.00053515321679097,10567.23
".DJI",2000-04-18,0.00019625502410598,10760.59
".DJI",2000-04-19,0.00014541918338172,10680.32
".DJI",2000-04-20,7.46027263229477e-05,10838.77
".DJI",2000-04-24,0.000360230103274,10901.44
".DJI",2000-04-25,0.00013793970391123,11124.82
".DJI",2000-04-26,0.00011246580229423,10946.43
".DJI",2000-04-27,0.00037890832467749,10883.45
".DJI",2000-04-28,0.00015468681169109,10737.63
".DJI",2000-05-01,9.47536771775445e-05,10817.06
".DJI",2000-05-02,9.96349806640304e-05,10729.64
".DJI",2000-05-03,0.00020214465953783,10482.84
".DJI",2000-05-04,9.35181472236735e-05,10416.53
".DJI",2000-05-05,0.00011728881956287,10573.2
".DJI",2000-05-08,6.45911297593798e-05,10597.84
".DJI",2000-05-09,0.00013270512904299,10551.76
".DJI",2000-05-11,0.00014140552386852,10546.57
".DJI",2000-05-12,7.16421482319455e-05,10611.77
".DJI",2000-05-15,6.48560927867739e-05,10800.16
".DJI",2000-05-16,0.00017936522333618,10932.86
".DJI",2000-05-17,0.00019985451432001,10776.77
".DJI",2000-05-18,5.05033531654805e-05,10783.28
".DJI",2000-05-19,0.00013712312858401,10617.25
".DJI",2000-05-22,0.0002386161148548,10538.78
".DJI",2000-05-23,0.00010099813512666,10419.27
".DJI",2000-05-24,0.00018601551022246,10535.69
".DJI",2000-05-25,0.0001844605110812,10331.71
".DJI",2000-05-26,0.00012686828504066,10309.18
".DJI",2000-05-30,0.00013742034835971,10516.85
".DJI",2000-05-31,9.66926387220925e-05,10521.64
".DJI",2000-06-01,7.31119842371638e-05,10646.72
".DJI",2000-06-02,0.00019521494744348,10775.23
".DJI",2000-06-05,6.64599102839037e-05,10811.47
".DJI",2000-06-06,9.13909554603083e-05,10732.17
".DJI",2000-06-07,6.18208990920045e-05,10817.39
".DJI",2000-06-08,9.47473043531704e-05,10672.2
".DJI",2000-06-09,6.9725488853488e-05,10615.36
".DJI",2000-06-12,3.8801460662906e-05,10573.4
".DJI",2000-06-13,7.12704131304013e-05,10619.36
".DJI",2000-06-14,8.56028555852576e-05,10688.3
".DJI",2000-06-15,8.9453661430195e-05,10710.58
".DJI",2000-06-16,5.92177801935507e-05,10478.29
".DJI",2000-06-19,9.36864630153125e-05,10564.91
".DJI",2000-06-20,7.97689552219044e-05,10440.55
".DJI",2000-06-21,6.30654406249923e-05,10498.44
".DJI",2000-06-22,8.0954107578122e-05,10382.13
".DJI",2000-06-23,8.116445521617e-05,10410.06
".DJI",2000-06-26,9.68606566154002e-05,10542.29
".DJI",2000-06-27,5.02199134829129e-05,10522.66
".DJI",2000-06-28,7.39889828462449e-05,10524.25
".DJI",2000-06-29,0.00016827150931279,10397.33
".DJI",2000-06-30,6.46351367084903e-05,10418.54
".DJI",2000-07-03,1.41842381194071e-05,10456.73
".DJI",2000-07-05,6.44944048744917e-05,10498.09
".DJI",2000-07-06,5.41910810274331e-05,10480.77
".DJI",2000-07-07,3.81677770337127e-05,10640.49
".DJI",2000-07-10,3.52673320902608e-05,10652.59
".DJI",2000-07-11,7.95350233171004e-05,10727.19
".DJI",2000-07-12,5.20462674278187e-05,10788.36
".DJI",2000-07-13,4.91314704551606e-05,10790.04
".DJI",2000-07-14,3.88696850567739e-05,10803.12
".DJI",2000-07-17,3.1437818977862e-05,10804.98
".DJI",2000-07-18,4.67803531599814e-05,10745.58
".DJI",2000-07-19,6.09617327837237e-05,10704.92
".DJI",2000-07-20,0.00010039007518173,10852
".DJI",2000-07-21,3.72995446109491e-05,10737.36
".DJI",2000-07-24,4.6616694196294e-05,10689.01
".DJI",2000-07-25,5.4337638184593e-05,10700.32
".DJI",2000-07-26,7.74619165601972e-05,10558.9
".DJI",2000-07-27,0.00013428575049222,10588.34
".DJI",2000-07-28,0.00011631115000438,10501.1
".DJI",2000-07-31,5.3649855362828e-05,10521.98
".DJI",2000-08-01,6.04683510166031e-05,10602.19
".DJI",2000-08-02,5.20195371673075e-05,10692.66
".DJI",2000-08-03,8.60469572703994e-05,10705.12
".DJI",2000-08-04,6.62739510227994e-05,10760.79
".DJI",2000-08-07,4.08128298586145e-05,10864.72
".DJI",2000-08-08,4.15171341043306e-05,10979.82
".DJI",2000-08-09,4.96443278490082e-05,10919.75
".DJI",2000-08-10,4.23358829470311e-05,10910.96
".DJI",2000-08-11,4.03411498250826e-05,11027.8
".DJI",2000-08-14,3.31086988404294e-05,11172.85
".DJI",2000-08-15,3.82506676692802e-05,11077.62
".DJI",2000-08-16,3.78008635698194e-05,11015.35
".DJI",2000-08-17,4.20667284134432e-05,11057.84
".DJI",2000-08-18,3.75434664256865e-05,11048.22
".DJI",2000-08-21,2.29123349091253e-05,11075.05
".DJI",2000-08-22,3.18060094357179e-05,11145.47
